fund,service,scope_item,access_point,item_label,item_tariff,block_tariff,item_rules,block_rules,mapping_type
SOCIAL HEALTH INSURANCE FUND,PHARMACY PACKAGE,Chronicrenaldiseaseon dialysis,➢ All public facility pharmacies ➢ Allfaith-basedfacility pharmacies ➢ Communitypharmacies individuallyorthrougha pharmacy benefits manager,,,,[],"['Quarterly limit of 5, 000 per person as capturedinthechronicdisease registry']",block
SOCIAL HEALTH INSURANCE FUND,PHARMACY PACKAGE,Posttransplant immunosuppressants,➢ All public facility pharmacies ➢ Allfaith-basedfacility pharmacies ➢ Communitypharmacies individuallyorthrougha pharmacy benefits manager,,,,[],"['Quarterly limit of 5, 000 per person as capturedinthechronicdisease registry']",block
SOCIAL HEALTH INSURANCE FUND,PHARMACY PACKAGE,"Chronicobstructive pulmonary disease,",➢ All public facility pharmacies ➢ Allfaith-basedfacility pharmacies ➢ Communitypharmacies individuallyorthrougha pharmacy benefits manager,,,,[],"['Quarterly limit of 5, 000 per person as capturedinthechronicdisease registry']",block
SOCIAL HEALTH INSURANCE FUND,PHARMACY PACKAGE,Sickle cell,➢ All public facility pharmacies ➢ Allfaith-basedfacility pharmacies ➢ Communitypharmacies individuallyorthrougha pharmacy benefits manager,,,,[],"['Quarterly limit of 5, 000 per person as capturedinthechronicdisease registry']",block
SOCIAL HEALTH INSURANCE FUND,PHARMACY PACKAGE,Oncology medicines,➢ All public facility pharmacies ➢ Allfaith-basedfacility pharmacies ➢ Communitypharmacies individuallyorthrougha pharmacy benefits manager,,,,[],"['Quarterly limit of 5, 000 per person as capturedinthechronicdisease registry']",block
SOCIAL HEALTH INSURANCE FUND,PHARMACY PACKAGE,Anti-D,➢ All public facility pharmacies ➢ Allfaith-basedfacility pharmacies ➢ Communitypharmacies individuallyorthrougha pharmacy benefits manager,,,,[],"['Quarterly limit of 5, 000 per person as capturedinthechronicdisease registry']",block
SOCIAL HEALTH INSURANCE FUND,PHARMACY PACKAGE,Anti Snake Venom,➢ All public facility pharmacies ➢ Allfaith-basedfacility pharmacies ➢ Communitypharmacies individuallyorthrougha pharmacy benefits manager,,,,[],"['Quarterly limit of 5, 000 per person as capturedinthechronicdisease registry']",block
SOCIAL HEALTH INSURANCE FUND,PHARMACY PACKAGE,Anti Rabies,➢ All public facility pharmacies ➢ Allfaith-basedfacility pharmacies ➢ Communitypharmacies individuallyorthrougha pharmacy benefits manager,,,,[],"['Quarterly limit of 5, 000 per person as capturedinthechronicdisease registry']",block
SOCIAL HEALTH INSURANCE FUND,PHARMACY PACKAGE,MentalHealthlong-acting medicines,➢ All public facility pharmacies ➢ Allfaith-basedfacility pharmacies ➢ Communitypharmacies individuallyorthrougha pharmacy benefits manager,,,,[],"['Quarterly limit of 5, 000 per person as capturedinthechronicdisease registry']",block
SOCIAL HEALTH INSURANCE FUND,PHARMACY PACKAGE,Epilepsy SPECIALIZED LABORATORY SERVICE,➢ All public facility pharmacies ➢ Allfaith-basedfacility pharmacies ➢ Communitypharmacies individuallyorthrougha pharmacy benefits manager,,,,[],"['Quarterly limit of 5, 000 per person as capturedinthechronicdisease registry']",block
SOCIAL HEALTH INSURANCE FUND,PHARMACY PACKAGE,Specialized testing as captured in theessentiallaboratorylistsand WHO lists for the chronic conditions:,"➢ ClassC, DandEpublic facility, faithbased, and contracted independent Class C, D and E laboratories",,,,[],"['Quarterly limit of 5, 000 per person as capturedinthechronicdisease registry']",block
SOCIAL HEALTH INSURANCE FUND,PHARMACY PACKAGE,"Diabetes type 1&2,","➢ ClassC, DandEpublic facility, faithbased, and contracted independent Class C, D and E laboratories",,,,[],"['Quarterly limit of 5, 000 per person as capturedinthechronicdisease registry']",block
SOCIAL HEALTH INSURANCE FUND,PHARMACY PACKAGE,"Hypertension,","➢ ClassC, DandEpublic facility, faithbased, and contracted independent Class C, D and E laboratories",,,,[],"['Quarterly limit of 5, 000 per person as capturedinthechronicdisease registry']",block
SOCIAL HEALTH INSURANCE FUND,PHARMACY PACKAGE,Asthma,"➢ ClassC, DandEpublic facility, faithbased, and contracted independent Class C, D and E laboratories",,,,[],"['Quarterly limit of 5, 000 per person as capturedinthechronicdisease registry']",block
SOCIAL HEALTH INSURANCE FUND,PHARMACY PACKAGE,Chronicrenaldiseaseon dialysis,"➢ ClassC, DandEpublic facility, faithbased, and contracted independent Class C, D and E laboratories",,,,[],"['Quarterly limit of 5, 000 per person as capturedinthechronicdisease registry']",block
SOCIAL HEALTH INSURANCE FUND,PHARMACY PACKAGE,Posttransplant immunosuppression,"➢ ClassC, DandEpublic facility, faithbased, and contracted independent Class C, D and E laboratories",,,,[],"['Quarterly limit of 5, 000 per person as capturedinthechronicdisease registry']",block
SOCIAL HEALTH INSURANCE FUND,PHARMACY PACKAGE,Chronicobstructive pulmonary disease,"➢ ClassC, DandEpublic facility, faithbased, and contracted independent Class C, D and E laboratories",,,,[],"['Quarterly limit of 5, 000 per person as capturedinthechronicdisease registry']",block
SOCIAL HEALTH INSURANCE FUND,PHARMACY PACKAGE,Sickle cell,"➢ ClassC, DandEpublic facility, faithbased, and contracted independent Class C, D and E laboratories",,,,[],"['Quarterly limit of 5, 000 per person as capturedinthechronicdisease registry']",block
SOCIAL HEALTH INSURANCE FUND,PHARMACY PACKAGE,Oncology medicines,"➢ ClassC, DandEpublic facility, faithbased, and contracted independent Class C, D and E laboratories",,,,[],"['Quarterly limit of 5, 000 per person as capturedinthechronicdisease registry']",block
SOCIAL HEALTH INSURANCE FUND,PHARMACY PACKAGE,Anti-D,"➢ ClassC, DandEpublic facility, faithbased, and contracted independent Class C, D and E laboratories",,,,[],"['Quarterly limit of 5, 000 per person as capturedinthechronicdisease registry']",block
SOCIAL HEALTH INSURANCE FUND,PHARMACY PACKAGE,Anti Snake Venom,"➢ ClassC, DandEpublic facility, faithbased, and contracted independent Class C, D and E laboratories",,,,[],"['Quarterly limit of 5, 000 per person as capturedinthechronicdisease registry']",block
SOCIAL HEALTH INSURANCE FUND,PHARMACY PACKAGE,Anti Rabies,"➢ ClassC, DandEpublic facility, faithbased, and contracted independent Class C, D and E laboratories",,,,[],"['Quarterly limit of 5, 000 per person as capturedinthechronicdisease registry']",block
SOCIAL HEALTH INSURANCE FUND,PHARMACY PACKAGE,MentalHealthlong-acting medicines,"➢ ClassC, DandEpublic facility, faithbased, and contracted independent Class C, D and E laboratories",,,,[],"['Quarterly limit of 5, 000 per person as capturedinthechronicdisease registry']",block
SOCIAL HEALTH INSURANCE FUND,PHARMACY PACKAGE,Epilepsy,"➢ ClassC, DandEpublic facility, faithbased, and contracted independent Class C, D and E laboratories",,,,[],"['Quarterly limit of 5, 000 per person as capturedinthechronicdisease registry']",block
SOCIAL HEALTH INSURANCE FUND,END OF LIFE SERVICES,Preparation and storage of the body in a mortuary,Level 4-6,,,500.0,[],['Limit up to 5 days'],block
"EMERGENCY, CHRONIC AND CRITICAL ILLNESS FUND",AMBULANCE EVACUATION SERVICES,Evacuationfromthepointofthe incident to the nearest facility with an A&E center and the transfer of patients requiring emergency and further clinical care from the facility.,Managementofall transfers / evacuationsthrougha National Ambulance Call Centre,,,4.0,[],"['Accessible by all Kenyans', 'Procurementoftheground evacuation services, as an outsourced service to a provider / consortium of providers able to meet the criteria set for at least one region.']",itemized
"EMERGENCY, CHRONIC AND CRITICAL ILLNESS FUND",ACCIDENT & EMERGENCY SERVICES,This cover includes resuscitationand stabilization due to:,Level 2-6,,,5015.0,[],"['Resuscitation and stabilization to be accessedfromlevel2-6byall residents in Kenya.', 'Careforuptoamaximumof24 hoursafterwhichtheSHIFis activated for paid up members.', 'Theamountsprovidedarethe maximumreimbursabletariffs.The Authority shall reimburse the hospital bill amount to the maximum tariffs provided.']",itemized
"EMERGENCY, CHRONIC AND CRITICAL ILLNESS FUND",ACCIDENT & EMERGENCY SERVICES,Cardiac and pulmonary arrest,Level 2-6,Cardiacandpulmonary arrest–,5015.0,5015.0,[],"['Resuscitation and stabilization to be accessedfromlevel2-6byall residents in Kenya.', 'Careforuptoamaximumof24 hoursafterwhichtheSHIFis activated for paid up members.', 'Theamountsprovidedarethe maximumreimbursabletariffs.The Authority shall reimburse the hospital bill amount to the maximum tariffs provided.']",itemized
"EMERGENCY, CHRONIC AND CRITICAL ILLNESS FUND",ACCIDENT & EMERGENCY SERVICES,"Major trauma (severe burns, head injuries, severe wounds, multiple fractures)",Level 2-6,"Majortrauma(severe burns, head injuries, severe wounds, multiple fractures)–",13.0,5015.0,[],"['Resuscitation and stabilization to be accessedfromlevel2-6byall residents in Kenya.', 'Careforuptoamaximumof24 hoursafterwhichtheSHIFis activated for paid up members.', 'Theamountsprovidedarethe maximumreimbursabletariffs.The Authority shall reimburse the hospital bill amount to the maximum tariffs provided.']",itemized
"EMERGENCY, CHRONIC AND CRITICAL ILLNESS FUND",ACCIDENT & EMERGENCY SERVICES,"Shockstates(Haemorrhagic, septic, dehydration)",Level 2-6,,,5015.0,[],"['Resuscitation and stabilization to be accessedfromlevel2-6byall residents in Kenya.', 'Careforuptoamaximumof24 hoursafterwhichtheSHIFis activated for paid up members.', 'Theamountsprovidedarethe maximumreimbursabletariffs.The Authority shall reimburse the hospital bill amount to the maximum tariffs provided.']",itemized
"EMERGENCY, CHRONIC AND CRITICAL ILLNESS FUND",ACCIDENT & EMERGENCY SERVICES,"Alteredlevelofconsciousness (unconsciousness, confusion) Severe respiratory distress",Level 2-6,,,5015.0,[],"['Resuscitation and stabilization to be accessedfromlevel2-6byall residents in Kenya.', 'Careforuptoamaximumof24 hoursafterwhichtheSHIFis activated for paid up members.', 'Theamountsprovidedarethe maximumreimbursabletariffs.The Authority shall reimburse the hospital bill amount to the maximum tariffs provided.']",itemized
"EMERGENCY, CHRONIC AND CRITICAL ILLNESS FUND",ACCIDENT & EMERGENCY SERVICES,Seizures,Level 2-6,,,5015.0,[],"['Resuscitation and stabilization to be accessedfromlevel2-6byall residents in Kenya.', 'Careforuptoamaximumof24 hoursafterwhichtheSHIFis activated for paid up members.', 'Theamountsprovidedarethe maximumreimbursabletariffs.The Authority shall reimburse the hospital bill amount to the maximum tariffs provided.']",itemized
"EMERGENCY, CHRONIC AND CRITICAL ILLNESS FUND",ACCIDENT & EMERGENCY SERVICES,Chestpain(AcuteCoronary Syndrome/ Pulmonary embolism) Acute Cerebrovascular Accidents (Strokes),"➢Shockstates (Haemorrhagic, septic, dehydration) - KES 7, 637 for investigations and KES 67, 272 for management. ➢Alteredlevelof consciousness (unconsciousness, confusion)-KES12, 656 for investigations and KES 8, 000 for management. ➢Severe respiratory distress - KES6, 315for investigationsandKES 8, 000 for management. ➢Seizures - KES 12, 156 for investigationsandKES 8, 950 for management. ➢Chestpain(Acute CoronarySyndrome/ Pulmonaryembolism)- KES11, 233for investigationsandKES 41, 400 for management. ➢AcuteCerebrovascular Accidents (Strokes) - KES 11, 033forinvestigations andKES95, 200for management. ➢Anti Snake Venom – Up to KES 6, 600 for first dose",,,,[],[],block
"EMERGENCY, CHRONIC AND CRITICAL ILLNESS FUND",ACCIDENT & EMERGENCY SERVICES,Anti Snake Venom & Anti Rabies,"➢Shockstates (Haemorrhagic, septic, dehydration) - KES 7, 637 for investigations and KES 67, 272 for management. ➢Alteredlevelof consciousness (unconsciousness, confusion)-KES12, 656 for investigations and KES 8, 000 for management. ➢Severe respiratory distress - KES6, 315for investigationsandKES 8, 000 for management. ➢Seizures - KES 12, 156 for investigationsandKES 8, 950 for management. ➢Chestpain(Acute CoronarySyndrome/ Pulmonaryembolism)- KES11, 233for investigationsandKES 41, 400 for management. ➢AcuteCerebrovascular Accidents (Strokes) - KES 11, 033forinvestigations andKES95, 200for management. ➢Anti Snake Venom – Up to KES 6, 600 for first dose",,,,[],[],block
"EMERGENCY, CHRONIC AND CRITICAL ILLNESS FUND",ACCIDENT & EMERGENCY SERVICES,,,,,3.0,[],[],block
"EMERGENCY, CHRONIC AND CRITICAL ILLNESS FUND",CRITICAL ILLNESS PACKAGE,"ThiswillcaterforCriticalcare admissionsinIntensiveCareUnit (ICU), High Dependency Unit (HDU), -include NICU, PICU, Burns Unit",Level 4-6,ICU –,35.0,35.0,[],"['ICU up to 14 days', 'HDU up to 10 days', 'Co-payment for amounts above daily per diem rate']",itemized
"EMERGENCY, CHRONIC AND CRITICAL ILLNESS FUND",PALLIATIVE CARE SERVICES,"This benefit aims at enhancing the quality of life for patients with serious chronic or life-threatening illnesses which includes symptom management, psychosocial support, caregiver support and end-of-life care. CHRONIC ILLNESSES",Level 4-6,,,5.0,[],"['Up to 60 days', 'Co-payment for amounts above daily per diem rate']",itemized
"EMERGENCY, CHRONIC AND CRITICAL ILLNESS FUND",PALLIATIVE CARE SERVICES,"Longitudinalmanagementof chronicconditionsanddiseases beyond the SHIF limit for diabetes mellitusanditscomplications, hypertension, cardiovascular conditions, asthma, COPD, sickle cell disease, dialysis, pre-transplant evaluation, immunosuppressive therapy post renal transplant,",Level 4-6,,,,[],['Must be a paid up SHIF member.'],block
"EMERGENCY, CHRONIC AND CRITICAL ILLNESS FUND",PALLIATIVE CARE SERVICES,Management of cancers beyond the SHIF limit,Level 4-6,,,,[],['Must be a paid up SHIF member.'],block
"EMERGENCY, CHRONIC AND CRITICAL ILLNESS FUND",PALLIATIVE CARE SERVICES,"Managementofmental, neurodevelopmental, affective, psychoactivedisordersand substanceaddictivedisordersand other mental health conditions",Level 4-6,,,,[],['Must be a paid up SHIF member.'],block
"EMERGENCY, CHRONIC AND CRITICAL ILLNESS FUND",PALLIATIVE CARE SERVICES,Selected specialized surgeries ASSISTIVE DEVICES,Level 4-6,,,,[],['Must be a paid up SHIF member.'],block
"EMERGENCY, CHRONIC AND CRITICAL ILLNESS FUND",PALLIATIVE CARE SERVICES,Provision of assistive devices to support patients with permanent physical and / or sensory disabilities and progressive chronic conditions such as Parkinson’s Disease and multiple sclerosis.,Level 4-6,,,55.0,[],"['Medical devices will only be issued to persons with permanent disability recognized by the National Council for Persons with Disability', 'One device per household per year, except for therapeutic footwear, which has a limit of two per household per year.', 'Hearing Aids are limited to individuals aged 18 years and below and will only be issued once per lifetime.', 'Devices required due to temporary inability or immobility will be factored in the surgical package.']",itemized
